,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,0.6490568698804812,1.1859481484513934,0.17505240644079573,1.377883388536575,0.8764944293718986,-0.48407067321992747,-0.33747089109935663,-0.39185638541536555,-0.8060732287716909,0.03249334059404274,0.03998589229316355
1,0.49815299303305904,0.6355546059915832,1.5586838052167762,0.6088753916917401,0.8764944293718986,-0.6888579272133349,-0.47031924191783525,-0.3737533961262582,1.0651777781729028,0.7792724063332334,-0.7785931123911218
2,0.14833036943221767,1.2676897636681967,-1.2085789923351846,1.115070377195171,-1.1409085631229925,-0.3290174666249189,-0.43890240219724913,-0.39175619547464435,-0.5193234172858378,0.4378876905667463,0.11314750384308223
3,0.44327885599763284,1.2622403226537433,0.4517786861959918,1.0011188710245875,0.8764944293718986,-0.05791814943364618,-0.6664500841734947,-0.3918158364393569,0.08368513483206345,-0.9959281156525002,0.03701787559742654
4,-0.023151308803489277,0.7336445442517474,-1.2085789923351846,0.7066892568150448,0.8764944293718986,-0.7025104108128954,-0.43486309423317376,-0.39185638541536555,-0.6906035060257097,0.9158262926398284,0.11196029716478752
5,0.14833036943221767,1.2022964714947542,0.7285049659511879,0.471870112596472,0.8764944293718986,0.18587620055850568,-0.43665834221720723,-0.39185638541536555,-0.3076289255848725,0.31840304004847564,0.14928310711368123
6,-1.401864001818572,0.8589816875841794,-0.10167387331440034,0.6684858616827102,-1.1409085631229925,-0.4450635772211831,0.04401930550776126,-0.39185638541536555,-0.09593443388390711,-1.5293417340376365,-0.30831086695158233
7,-0.7639521587817425,1.115105415263497,-0.3784001530695964,1.4486914053766775,-1.1409085631229925,-0.6293721058152499,-0.6449071083650928,-0.39183561642765385,-0.5129084326888388,-0.6118703104152021,0.258877123603773
8,-0.4072702680514728,1.2894875277260112,0.7285049659511879,1.0722562274779,0.8764944293718986,-0.5016238664193623,-0.6835049400218128,-0.3918393144254658,2.861373465332609,-0.6161376193622832,0.2247078313940997
9,-0.0780254458389155,0.6519029290349438,-0.9318527125799886,0.7462100104002183,0.8764944293718986,-0.7405423294116711,-0.54078272529115,-0.39185638541536555,-0.6354346384915188,0.3397395847838811,0.1483556018962632
10,0.17576743794993077,1.2240942355525684,0.17505240644079573,0.10465644386756781,0.8764944293718986,0.7124719965415535,-0.1399936128556721,-0.3918352294278828,-0.42951363292785244,1.031043634211018,0.0380566814409342
11,-1.4841752073717114,0.4121275243989876,0.7285049659511879,0.6256717119654388,0.8764944293718986,-0.512350817819017,-0.1310173729355046,-0.39185638541536555,-0.37177877155486183,-0.7740280504042835,0.08038801956388443
12,0.6216198013627681,0.1505543557052164,-1.2085789923351846,0.7057012379754154,0.8764944293718986,-0.6010919612161603,-0.6161831406205569,-0.39185638541536555,1.174232516321885,0.7536685526507473,0.03809378164963109
13,-0.5581741448988949,1.1804987074369397,-0.10167387331440034,0.779473311334406,-1.1409085631229925,-0.44311322242124596,-0.7454409954709685,-0.39185638541536555,0.9497080554269219,0.7152627721270175,0.10984558526907477
14,0.25121937637364106,0.444824170485709,-0.10167387331440034,0.7811200094004549,-1.1409085631229925,-0.47334372182027273,-0.7623612077204842,-0.3839873900711693,-0.7573193458344988,-1.162353164588663,0.18964813417570522
15,1.040035096257893,0.7445434262806545,-1.4853052720903808,0.7294136901265195,0.8764944293718986,-0.1788401470297534,-0.21180353221701187,-0.3918347564281627,1.1164976549488943,0.9030243657985851,0.1509897167137303
16,0.27865644489135416,1.1042065332345898,-1.2085789923351846,0.8219581214384675,-1.1409085631229925,-0.12813092223138586,-0.4801931058300195,-0.39185638541536555,1.5142266999628293,-0.6076030014681211,-0.10785843936323945
17,0.1689081708205025,0.26499261700874127,1.28195752546158,0.5034867154646109,-1.1409085631229925,0.5564436125465765,-0.6179783886045903,-0.39185638541536555,-0.10876440307790503,0.023958722699880555,-0.03547593219595179
18,0.6353383356216247,-0.770401175737435,-1.2085789923351846,0.03154304973499663,0.8764944293718986,-0.5240529466186403,-0.3329827711392729,-0.37637639457432365,-0.3397038485698671,-0.7953645951396889,-0.3337987103262244
19,-1.278397193488863,0.6682512520783046,0.4517786861959918,0.4451936039264797,0.8764944293718986,-0.14178340583094637,-0.7597580981436356,-0.38996008653733794,-0.38460874074885976,-1.1879570182711494,0.06373002585906017
20,-0.5581741448988949,1.2840380867115575,0.17505240644079573,0.5812108641821186,-1.1409085631229925,-0.6176699770156266,-0.7821538167444535,-0.3067164357896351,-0.5513983402708326,-1.3074416687894201,0.18512190871470618
21,0.3746861847033501,1.1695998254080326,1.005231245706384,0.8196527441459991,-1.1409085631229925,-0.7132373622125502,-0.39581645058044523,-0.04355659149192265,-0.5000784634948409,0.8390147315923687,0.5215466011765035
22,0.21006377359707215,0.6519029290349438,-0.3784001530695964,0.7709104813909515,-1.1409085631229925,0.19562797455819178,-0.5847663008999706,-0.39184180842399025,-0.46158855591284725,-0.7441568877747158,0.11055048923431253
23,0.5393085958096288,0.826285041497458,-1.2085789923351846,0.2696555900856674,0.8764944293718986,-0.6196203318155639,-0.2836134515783517,-0.39184769942050474,-0.9760703205921629,-0.5905337656797967,0.11374110718222984
24,-0.22892932268633762,1.038813241061147,1.5586838052167762,0.998813493732119,0.8764944293718986,-0.7093366526126756,-0.722102771678533,-0.3917764054626869,1.3089471928588632,-0.37716831832574216,-0.40588441582393847
25,0.14833036943221767,0.3358353501966377,1.5586838052167762,-0.07219892842608373,0.8764944293718986,-0.6293721058152499,-0.32849465117918913,-0.39185638541536555,0.8919731940539313,-0.18087210676001175,0.14746519688754256
26,0.1963452393382156,0.8317344825119115,-1.2085789923351846,-0.09854609748286612,-1.1409085631229925,-0.698609701213021,-0.7297325756106754,-0.38827018753719084,-1.0395786681024526,-0.692949180409743,0.18705111956693554
27,0.06601916387907833,1.126004297292404,-1.2085789923351846,1.0001308521849581,-1.1409085631229925,-0.5542834460176671,-0.6493952283251765,-0.39185638541536555,0.9112181478449282,-0.4838510420027693,0.1869027187321485
28,-0.1946329870391962,1.3058358507693713,0.17505240644079573,0.9336042503165827,0.8764944293718986,-0.5484323816178555,-0.7758704488003363,-0.3907383860768459,-0.6328686446527192,-0.5948010746268777,0.26114023633427225
29,0.17576743794993077,1.1478020613502184,-1.2085789923351846,1.2807282026396902,0.8764944293718986,-0.028662827434587937,-0.6453559203611012,-0.39185638541536555,0.5006591336369954,1.3169533336654509,-0.0398166566134669
30,-0.08488471296834378,0.9298244207720757,1.5586838052167762,0.6796834085318428,0.8764944293718986,-0.6400990572149046,-0.6520881003012268,-0.3862233887482086,1.3602670696348547,-0.650276090938932,0.26462765595176363
31,0.3335305819267804,0.6301051649771297,-1.4853052720903808,-0.2279765654743094,-1.1409085631229925,-0.23247490402802684,-0.3150302912989379,-0.39172609549245346,1.174232516321885,-0.03151629361217368,0.038390583319204634
32,0.47757519164477424,0.7554423083095616,1.5586838052167762,0.10893785883929491,0.8764944293718986,-0.6732550888138373,-0.7490314914390355,-0.3898052866289275,-0.6899620075660098,0.5659069589791791,0.11106989215606636
